tf	n_corr	reg	n_reg	n_reg_corr	fi_OR	fi_logOR	fi_p	fi_logOR_plot	reg_lab
MZF1	68	chip	0	0	0	-Inf	1	-3	chip
MZF1	68	motif	361	2	2.79265301554736	1.48163633128099	0.167605224174492	1.48163633128099	motif
MZF1	68	expr	676	7	5.72343851839853	2.51688214752678	0.00042896090033588	2.51688214752678	expr
TFDP1	56	cure	12	0	0	-Inf	1	-3	curated
TFDP1	56	chip	403	0	0	-Inf	1	-3	chip
TFDP1	56	motif	693	1	0.790076689983384	-0.339935397434572	1	-0.339935397434572	motif
TFDP1	56	expr	1002	2	1.10361220980318	0.142233323134973	0.704055866013039	0.142233323134973	expr
ZNF76	84	cure	3	0	0	-Inf	1	-3	curated
ZNF76	84	chip	0	0	0	-Inf	1	-3	chip
ZNF76	84	motif	331	1	1.20243112707328	0.265954261583323	0.568432875904359	0.265954261583323	motif
ZNF76	84	expr	939	11	5.40353308364555	2.43390301755558	2.1359571143931e-05	2.43390301755558	expr
HSF1	32	cure	36	0	0	-Inf	1	-3	curated
HSF1	32	chip	488	1	2.58848849775238	1.37210990743103	0.330794963265207	1.37210990743103	chip
HSF1	32	motif	558	0	0	-Inf	1	-3	motif
HSF1	32	expr	1003	1	1.2337104738186	0.30300386369738	0.565543640472713	0.30300386369738	expr
E2F7	18	cure	3	0	0	-Inf	1	-3	curated
E2F7	18	chip	371	1	4.49228310849985	2.16744885079247	0.20976352429814	2.16744885079247	chip
E2F7	18	motif	766	1	2.14060160807914	1.09801631766179	0.387196906761427	1.09801631766179	motif
E2F7	18	expr	332	2	10.7584802851729	3.42740239584048	0.018169901559262	3.42740239584048	expr
ZNF770	71	cure	0	0	0	-Inf	1	-3	curated
ZNF770	71	chip	0	0	0	-Inf	1	-3	chip
ZNF770	71	motif	415	1	1.1234788568876	0.167972974228159	0.593389181019839	0.167972974228159	motif
ZNF770	71	expr	1002	2	0.925930849862191	-0.111023640371638	1	-0.111023640371638	expr
USF1	49	cure	143	0	0	-Inf	1	-3	curated
USF1	49	chip	490	0	0	-Inf	1	-3	chip
USF1	49	motif	455	3	4.75099766254377	2.24823049695348	0.0296891222029669	2.24823049695348	motif
USF1	49	expr	735	2	1.88201125088886	0.912275252696124	0.297588851471645	0.912275252696124	expr
ZNF274	12	cure	1	0	0	-Inf	1	-3	curated
ZNF274	12	chip	386	0	0	-Inf	1	-3	chip
ZNF274	12	motif	414	0	0	-Inf	1	-3	motif
ZNF274	12	expr	239	0	0	-Inf	1	-3	expr
ZNF547	18	cure	0	0	0	-Inf	1	-3	curated
ZNF547	18	chip	0	0	0	-Inf	1	-3	chip
ZNF547	18	motif	391	0	0	-Inf	1	-3	motif
ZNF547	18	expr	89	0	0	-Inf	1	-3	expr
ZBTB17	59	cure	2	0	0	-Inf	1	-3	curated
ZBTB17	59	chip	0	0	0	-Inf	1	-3	chip
ZBTB17	59	motif	327	1	1.89851428475571	0.924870854089313	0.415438033064334	0.924870854089313	motif
ZBTB17	59	expr	892	6	4.64243905207763	2.21488296996844	0.00310035707576115	2.21488296996844	expr
E2F5	97	cure	6	0	0	-Inf	1	-3	curated
E2F5	97	chip	369	0	0	-Inf	0.629138998110653	-3	chip
E2F5	97	motif	379	0	0	-Inf	0.629409967459746	-3	motif
E2F5	97	expr	519	3	2.16124684263336	1.11186385623516	0.170573744430714	1.11186385623516	expr
E2F1	18	cure	815	0	0	-Inf	1	-3	curated
E2F1	18	chip	482	1	3.9331047424514	1.97566860718168	0.23694810431776	1.97566860718168	chip
E2F1	18	motif	618	0	0	-Inf	1	-3	motif
E2F1	18	expr	424	2	9.67394872804554	3.27410489151641	0.0225936559408774	3.27410489151641	expr
SRF	27	cure	32	0	0	-Inf	1	-3	curated
SRF	27	chip	484	1	2.49167730675686	1.31711723927423	0.340620955899066	1.31711723927423	chip
SRF	27	motif	569	1	2.11203268465286	1.07863216122181	0.387606128572643	1.07863216122181	motif
SRF	27	expr	608	1	1.97342338345307	0.980700508864672	0.408075901480538	0.980700508864672	expr
NFATC1	31	cure	30	0	0	-Inf	1	-3	curated
NFATC1	31	chip	247	0	0	-Inf	1	-3	chip
NFATC1	31	motif	787	0	0	-Inf	1	-3	motif
NFATC1	31	expr	274	1	5.14510589611662	2.36320077084715	0.1846955512917	2.36320077084715	expr
SREBF2	29	cure	35	0	0	-Inf	1	-3	curated
SREBF2	29	chip	491	1	2.34856835882534	1.23178158614543	0.356552530951029	1.23178158614543	chip
SREBF2	29	motif	743	1	1.53621059740641	0.619376007079377	0.488493185318344	0.619376007079377	motif
SREBF2	29	expr	252	0	0	-Inf	1	-3	expr
PPARG	45	cure	143	0	0	-Inf	1	-3	curated
PPARG	45	chip	471	3	5.14268486387518	2.36252175017993	0.0246435036981118	2.36252175017993	chip
PPARG	45	motif	759	1	0.987184784768909	-0.0186079361249123	1	-0.0186079361249123	motif
PPARG	45	expr	583	1	1.2943380909811	0.372214509504028	0.544716767518938	0.372214509504028	expr
NR2F2	45	cure	23	0	0	-Inf	1	-3	curated
NR2F2	45	chip	487	1	1.47141243279674	0.557201686669067	0.499704957468268	0.557201686669067	chip
NR2F2	45	motif	704	3	3.2087971113049	1.68203257249045	0.0761382641852028	1.68203257249045	motif
NR2F2	45	expr	762	0	0	-Inf	0.627936289753167	-3	expr
RXRA	99	cure	92	1	3.23614518684935	1.69427633448262	0.270017855923488	1.69427633448262	curated
RXRA	99	chip	484	3	1.85085486666975	0.888191771845489	0.22867666068029	0.888191771845489	chip
RXRA	99	motif	754	1	0.38147207465314	-1.39035064525616	0.52432960874176	-1.39035064525616	motif
RXRA	99	expr	500	2	1.17776825657065	0.2360556953765	0.689042291435868	0.2360556953765	expr
CEBPA	53	cure	191	0	0	-Inf	1	-3	curated
CEBPA	53	chip	488	0	0	-Inf	1	-3	chip
CEBPA	53	motif	719	1	0.890824801127242	-0.166786370657933	1	-0.166786370657933	motif
CEBPA	53	expr	506	2	2.62260541787463	1.39100076433287	0.185947080518083	1.39100076433287	expr
BCL6	59	cure	21	0	0	-Inf	1	-3	curated
BCL6	59	chip	488	2	2.31569720355286	1.21144662142221	0.222018581341875	1.21144662142221	chip
BCL6	59	motif	511	0	0	-Inf	1	-3	motif
BCL6	59	expr	435	2	2.60429555981046	1.38089318831762	0.186887542746739	1.38089318831762	expr
STAT1	12	cure	232	0	0	-Inf	1	-3	curated
STAT1	12	chip	492	0	0	-Inf	1	-3	chip
STAT1	12	motif	688	0	0	-Inf	1	-3	motif
STAT1	12	expr	696	0	0	-Inf	1	-3	expr
KLF4	22	cure	41	0	0	-Inf	1	-3	curated
KLF4	22	chip	492	0	0	-Inf	1	-3	chip
KLF4	22	motif	671	1	2.06536861451536	1.04639928812143	0.395769375867064	1.04639928812143	motif
KLF4	22	expr	101	0	0	-Inf	1	-3	expr
BCL11A	22	cure	2	0	0	-Inf	1	-3	curated
BCL11A	22	chip	493	0	0	-Inf	1	-3	chip
BCL11A	22	motif	395	2	7.9529040173069	2.99148175930921	0.0310136776040455	2.99148175930921	motif
BCL11A	22	expr	326	1	4.55357550621333	2.18699980670832	0.206275470987593	2.18699980670832	expr
PRDM1	21	cure	7	0	0	-Inf	1	-3	curated
PRDM1	21	chip	396	0	0	-Inf	1	-3	chip
PRDM1	21	motif	745	0	0	-Inf	1	-3	motif
PRDM1	21	expr	466	0	0	-Inf	1	-3	expr
GATA3	67	cure	139	0	0	-Inf	1	-3	curated
GATA3	67	chip	482	0	0	-Inf	0.630775589177029	-3	chip
GATA3	67	motif	749	3	1.78410690400448	0.835202064392901	0.24715296466196	0.835202064392901	motif
GATA3	67	expr	241	2	3.72125679647012	1.89578995139103	0.106105827151853	1.89578995139103	expr
POU2F2	14	cure	29	0	0	-Inf	1	-3	curated
POU2F2	14	chip	495	0	0	-Inf	1	-3	chip
POU2F2	14	motif	592	0	0	-Inf	1	-3	motif
POU2F2	14	expr	460	2	12.863998970625	3.68526729107263	0.0144047574176336	3.68526729107263	expr
TBX21	35	cure	16	0	0	-Inf	1	-3	curated
TBX21	35	chip	487	2	3.41012748501225	1.76982567431016	0.1251333571857	1.76982567431016	chip
TBX21	35	motif	756	0	0	-Inf	1	-3	motif
TBX21	35	expr	301	2	5.57062999499777	2.47784049439886	0.0550648258033092	2.47784049439886	expr
MEF2D	42	cure	7	0	0	-Inf	1	-3	curated
MEF2D	42	chip	0	0	0	-Inf	1	-3	chip
MEF2D	42	motif	585	1	1.45641854222894	0.542425013521709	0.504299118615422	0.542425013521709	motif
MEF2D	42	expr	535	1	1.59581231591264	0.674290985630307	0.473337849581224	0.674290985630307	expr
ZKSCAN1	50	cure	0	0	0	-Inf	1	-3	curated
ZKSCAN1	50	chip	489	0	0	-Inf	1	-3	chip
ZKSCAN1	50	motif	391	1	1.84034882011587	0.879979240932348	0.425947395518487	0.879979240932348	motif
ZKSCAN1	50	expr	370	2	4.01195523526366	2.00430550868603	0.0955104308333517	2.00430550868603	expr
ZNF140	27	cure	0	0	0	-Inf	1	-3	curated
ZNF140	27	chip	0	0	0	-Inf	1	-3	chip
ZNF140	27	motif	434	1	3.06322516547692	1.61505141759884	0.288676977839025	1.61505141759884	motif
ZNF140	27	expr	312	1	4.28438962210059	2.09908968464294	0.216760135011978	2.09908968464294	expr
ZNF384	68	cure	2	0	0	-Inf	1	-3	curated
ZNF384	68	chip	495	3	3.16063387855683	1.66021392604211	0.0766768521716059	1.66021392604211	chip
ZNF384	68	motif	792	2	1.27262380883354	0.347806017559385	0.673036975517691	0.347806017559385	motif
ZNF384	68	expr	465	0	0	-Inf	1	-3	expr
ARNT	69	cure	58	0	0	-Inf	1	-3	curated
ARNT	69	chip	496	0	0	-Inf	0.630522208425466	-3	chip
ARNT	69	motif	411	0	0	-Inf	1	-3	motif
ARNT	69	expr	550	3	2.53781588330372	1.3435874064998	0.123551085467673	1.3435874064998	expr
JUND	11	cure	44	0	0	-Inf	1	-3	curated
JUND	11	chip	491	0	0	-Inf	1	-3	chip
JUND	11	motif	699	0	0	-Inf	1	-3	motif
JUND	11	expr	210	0	0	-Inf	1	-3	expr
ZNF394	102	cure	0	0	0	-Inf	1	-3	curated
ZNF394	102	chip	0	0	0	-Inf	1	-3	chip
ZNF394	102	motif	328	1	0.955964858606107	-0.0649705093659892	1	-0.0649705093659892	motif
ZNF394	102	expr	409	1	0.763847372064529	-0.388643699510234	1	-0.388643699510234	expr
MAZ	17	cure	11	0	0	-Inf	1	-3	curated
MAZ	17	chip	495	0	0	-Inf	1	-3	chip
MAZ	17	motif	251	0	0	-Inf	1	-3	motif
MAZ	17	expr	784	0	0	-Inf	1	-3	expr
TFAP4	17	cure	8	0	0	-Inf	1	-3	curated
TFAP4	17	chip	492	0	0	-Inf	1	-3	chip
TFAP4	17	motif	621	0	0	-Inf	1	-3	motif
TFAP4	17	expr	329	0	0	-Inf	1	-3	expr
NFYC	73	cure	29	0	0	-Inf	1	-3	curated
NFYC	73	chip	0	0	0	-Inf	1	-3	chip
NFYC	73	motif	380	1	1.20761292979986	0.27215810884913	0.567284813368873	0.27215810884913	motif
NFYC	73	expr	592	4	3.25721774413174	1.70364016673375	0.040481727504843	1.70364016673375	expr
KLF6	19	cure	24	0	0	-Inf	1	-3	curated
KLF6	19	chip	491	0	0	-Inf	1	-3	chip
KLF6	19	motif	340	0	0	-Inf	1	-3	motif
KLF6	19	expr	184	0	0	-Inf	1	-3	expr
CEBPB	65	cure	134	0	0	-Inf	1	-3	curated
CEBPB	65	chip	491	4	4.17648523567334	2.06228933796893	0.0188963332410945	2.06228933796893	chip
CEBPB	65	motif	749	2	1.29806481306364	0.376362419662993	0.669343505153984	0.376362419662993	motif
CEBPB	65	expr	235	0	0	-Inf	1	-3	expr
ZEB1	34	cure	15	0	0	-Inf	1	-3	curated
ZEB1	34	chip	496	0	0	-Inf	1	-3	chip
ZEB1	34	motif	772	1	1.3585794923148	0.442098982058348	0.530013423351766	0.442098982058348	motif
ZEB1	34	expr	1051	1	0.98697189512072	-0.0189190916112197	1	-0.0189190916112197	expr
ZNF18	13	cure	0	0	0	-Inf	1	-3	curated
ZNF18	13	chip	0	0	0	-Inf	1	-3	chip
ZNF18	13	motif	420	1	5.76012841967197	2.52610097631318	0.171621304767504	2.52610097631318	motif
ZNF18	13	expr	484	0	0	-Inf	1	-3	expr
CEBPG	10	cure	3	0	0	-Inf	1	-3	curated
CEBPG	10	chip	468	0	0	-Inf	1	-3	chip
CEBPG	10	motif	789	2	13.3069398113234	3.73410692859869	0.0162628838429189	3.73410692859869	motif
CEBPG	10	expr	567	0	0	-Inf	1	-3	expr
ETS1	61	cure	229	0	0	-Inf	1	-3	curated
ETS1	61	chip	497	1	1.1105037088076	0.151214211137385	0.598172045347137	0.151214211137385	chip
ETS1	61	motif	710	2	1.57627480961108	0.656519077878596	0.370822635302833	0.656519077878596	motif
ETS1	61	expr	701	2	1.59712052872979	0.675473191671697	0.364913051522918	0.675473191671697	expr
ZBTB6	32	cure	0	0	0	-Inf	1	-3	curated
ZBTB6	32	chip	0	0	0	-Inf	1	-3	chip
ZBTB6	32	motif	383	0	0	-Inf	1	-3	motif
ZBTB6	32	expr	421	0	0	-Inf	1	-3	expr
NR2C2	50	cure	3	0	0	-Inf	1	-3	curated
NR2C2	50	chip	334	1	2.49779648527741	1.32065593425491	0.337184551671543	1.32065593425491	chip
NR2C2	50	motif	714	2	2.37743985868558	1.24940884616533	0.2170373742114	1.24940884616533	motif
NR2C2	50	expr	565	3	4.69517046519431	2.23117753803368	0.0312958130150888	2.23117753803368	expr
ZNF350	23	cure	4	0	0	-Inf	1	-3	curated
ZNF350	23	chip	0	0	0	-Inf	1	-3	chip
ZNF350	23	motif	397	0	0	-Inf	1	-3	motif
ZNF350	23	expr	132	0	0	-Inf	1	-3	expr
ETV5	10	cure	2	0	0	-Inf	1	-3	curated
ETV5	10	chip	0	0	0	-Inf	1	-3	chip
ETV5	10	motif	757	1	6.9356476614442	2.79403060992098	0.156962760172219	2.79403060992098	motif
ETV5	10	expr	182	0	0	-Inf	1	-3	expr
TCF12	40	cure	1	0	0	-Inf	1	-3	curated
TCF12	40	chip	497	1	1.83942867329544	0.879257734653896	0.427649804331751	0.879257734653896	chip
TCF12	40	motif	801	1	1.12732132259188	0.172898788302809	0.595258266799628	0.172898788302809	motif
TCF12	40	expr	756	1	1.19656403181568	0.258897601983957	0.573849056976476	0.258897601983957	expr
ZNF549	9	cure	0	0	0	-Inf	1	-3	curated
ZNF549	9	chip	0	0	0	-Inf	1	-3	chip
ZNF549	9	motif	410	0	0	-Inf	1	-3	motif
ZNF549	9	expr	140	0	0	-Inf	1	-3	expr
EBF1	14	cure	2	0	0	-Inf	1	-3	curated
EBF1	14	chip	493	1	4.89214048931725	2.29046583484057	0.198535077329924	2.29046583484057	chip
EBF1	14	motif	580	0	0	-Inf	1	-3	motif
EBF1	14	expr	793	0	0	-Inf	1	-3	expr
CREM	13	cure	31	0	0	-Inf	1	-3	curated
CREM	13	chip	494	0	0	-Inf	1	-3	chip
CREM	13	motif	582	0	0	-Inf	1	-3	motif
CREM	13	expr	429	0	0	-Inf	1	-3	expr
MXI1	54	cure	2	0	0	-Inf	1	-3	curated
MXI1	54	chip	495	3	3.43014981609884	1.77827158929101	0.0638547787661844	1.77827158929101	chip
MXI1	54	motif	601	1	0.895717642327741	-0.158884072662891	1	-0.158884072662891	motif
MXI1	54	expr	552	3	3.06739123274481	1.61701218797563	0.0824592675243945	1.61701218797563	expr
ZNF143	56	cure	5	0	0	-Inf	1	-3	curated
ZNF143	56	chip	498	0	0	-Inf	1	-3	chip
ZNF143	56	motif	662	2	2.34283174213768	1.22825334621979	0.220783441299972	1.22825334621979	motif
ZNF143	56	expr	466	1	1.62716628736268	0.702361693969728	0.466098142757451	0.702361693969728	expr
YY1	31	cure	193	1	6.6379927462774	2.73074705289989	0.14613282387172	2.73074705289989	curated
YY1	31	chip	493	1	2.5617934313265	1.35715414952199	0.333568814077673	1.35715414952199	chip
YY1	31	motif	468	0	0	-Inf	1	-3	motif
YY1	31	expr	463	0	0	-Inf	1	-3	expr
FOXJ2	62	cure	0	0	0	-Inf	1	-3	curated
FOXJ2	62	chip	452	0	0	-Inf	1	-3	chip
FOXJ2	62	motif	790	1	0.637181700779528	-0.650223260186282	1	-0.650223260186282	motif
FOXJ2	62	expr	290	0	0	-Inf	1	-3	expr
RFX3	30	cure	3	0	0	-Inf	1	-3	curated
RFX3	30	chip	0	0	0	-Inf	1	-3	chip
RFX3	30	motif	395	0	0	-Inf	1	-3	motif
RFX3	30	expr	362	0	0	-Inf	1	-3	expr
SOX5	13	cure	1	0	0	-Inf	1	-3	curated
SOX5	13	chip	0	0	0	-Inf	1	-3	chip
SOX5	13	motif	409	0	0	-Inf	1	-3	motif
SOX5	13	expr	478	0	0	-Inf	1	-3	expr
ZNF680	12	cure	0	0	0	-Inf	1	-3	curated
ZNF680	12	chip	0	0	0	-Inf	1	-3	chip
ZNF680	12	motif	423	0	0	-Inf	1	-3	motif
ZNF680	12	expr	382	1	8.72092814527455	3.1244816853838	0.120444342146987	3.1244816853838	expr
SMAD4	90	cure	72	0	0	-Inf	1	-3	curated
SMAD4	90	chip	435	1	0.802607004907045	-0.317234347315985	1	-0.317234347315985	chip
SMAD4	90	motif	793	6	2.80453304303776	1.48776058096795	0.0257514221724239	1.48776058096795	motif
SMAD4	90	expr	748	7	3.5308541885913	1.82001724428082	0.00548909601609897	1.82001724428082	expr
ZNF121	36	cure	0	0	0	-Inf	1	-3	curated
ZNF121	36	chip	0	0	0	-Inf	1	-3	chip
ZNF121	36	motif	410	1	2.23783434841837	1.16210324741336	0.368446745158826	1.16210324741336	motif
ZNF121	36	expr	436	3	6.80410148223693	2.76640465875969	0.0123088413754268	2.76640465875969	expr
MAFG	12	cure	2	0	0	-Inf	1	-3	curated
MAFG	12	chip	476	0	0	-Inf	1	-3	chip
MAFG	12	motif	511	1	8.64723753794659	3.11223932039939	0.125275491100559	3.11223932039939	motif
MAFG	12	expr	414	0	0	-Inf	1	-3	expr
SP3	58	cure	196	0	0	-Inf	1	-3	curated
SP3	58	chip	0	0	0	-Inf	1	-3	chip
SP3	58	motif	646	5	4.55671632910587	2.18799456074536	0.00675083241442808	2.18799456074536	motif
SP3	58	expr	827	2	1.31861888765214	0.399027651516323	0.666452265694327	0.399027651516323	expr
TCF7L2	36	cure	67	0	0	-Inf	1	-3	curated
TCF7L2	36	chip	467	0	0	-Inf	1	-3	chip
TCF7L2	36	motif	599	1	1.63242585877828	0.707017469197817	0.466808325222909	0.707017469197817	motif
TCF7L2	36	expr	322	0	0	-Inf	1	-3	expr
THRA	47	cure	16	0	0	-Inf	1	-3	curated
THRA	47	chip	0	0	0	-Inf	1	-3	chip
THRA	47	motif	408	0	0	-Inf	1	-3	motif
THRA	47	expr	472	2	2.74708690680305	1.45790255221592	0.173253675076676	1.45790255221592	expr
HLF	7	cure	3	0	0	-Inf	1	-3	curated
HLF	7	chip	0	0	0	-Inf	1	-3	chip
HLF	7	motif	619	1	10.6577697802656	3.41383366960983	0.109562465812354	3.41383366960983	motif
HLF	7	expr	412	1	16.1554768774104	4.01395143159531	0.0740509675848677	4.01395143159531	expr
TBP	40	cure	23	0	0	-Inf	1	-3	curated
TBP	40	chip	492	0	0	-Inf	1	-3	chip
TBP	40	motif	722	0	0	-Inf	1	-3	motif
TBP	40	expr	492	2	4.69702349270291	2.23174680941883	0.0755721937151923	2.23174680941883	expr
AHR	12	cure	23	0	0	-Inf	1	-3	curated
AHR	12	chip	481	1	6.89825093073633	2.78623060921983	0.149473483973482	2.78623060921983	chip
AHR	12	motif	392	0	0	-Inf	1	-3	motif
AHR	12	expr	578	0	0	-Inf	1	-3	expr
ATF1	34	cure	97	0	0	-Inf	1	-3	curated
ATF1	34	chip	489	0	0	-Inf	1	-3	chip
ATF1	34	motif	725	1	1.34190871501918	0.424286533782177	0.533723148571368	0.424286533782177	motif
ATF1	34	expr	652	1	1.49649858961914	0.58159091916316	0.496012495094957	0.58159091916316	expr
PRDM6	18	cure	0	0	0	-Inf	1	-3	curated
PRDM6	18	chip	0	0	0	-Inf	1	-3	chip
PRDM6	18	motif	387	1	4.59072297572976	2.19872137615847	0.206415660623005	2.19872137615847	motif
PRDM6	18	expr	238	0	0	-Inf	1	-3	expr
JUN	33	cure	379	0	0	-Inf	1	-3	curated
JUN	33	chip	476	2	4.29742086124099	2.10347107213	0.0869063719002218	2.10347107213	chip
JUN	33	motif	819	2	2.46085424071478	1.299159207806	0.208307284472606	1.299159207806	motif
JUN	33	expr	102	0	0	-Inf	1	-3	expr
THRB	20	cure	14	0	0	-Inf	1	-3	curated
THRB	20	chip	0	0	0	-Inf	1	-3	chip
THRB	20	motif	422	0	0	-Inf	1	-3	motif
THRB	20	expr	308	0	0	-Inf	1	-3	expr
ETV1	28	cure	3	0	0	-Inf	1	-3	curated
ETV1	28	chip	494	3	8.08498208454361	3.01524457684442	0.00822547200312576	3.01524457684442	chip
ETV1	28	motif	639	2	3.93538199166044	1.97650367911953	0.102210398752931	1.97650367911953	motif
ETV1	28	expr	462	0	0	-Inf	1	-3	expr
ATF2	8	cure	74	0	0	-Inf	1	-3	curated
ATF2	8	chip	484	0	0	-Inf	1	-3	chip
ATF2	8	motif	341	0	0	-Inf	1	-3	motif
ATF2	8	expr	784	0	0	-Inf	1	-3	expr
ATF3	20	cure	19	0	0	-Inf	1	-3	curated
ATF3	20	chip	489	1	4.5218663670518	2.17691835731713	0.21163820996097	2.17691835731713	chip
ATF3	20	motif	725	1	3.02080855919374	1.59493475756692	0.298222493664324	1.59493475756692	motif
ATF3	20	expr	192	0	0	-Inf	1	-3	expr
IKZF1	33	cure	3	0	0	-Inf	1	-3	curated
IKZF1	33	chip	476	0	0	-Inf	1	-3	chip
IKZF1	33	motif	280	0	0	-Inf	1	-3	motif
IKZF1	33	expr	802	5	6.56267571331468	2.7142841458313	0.00176052325652722	2.7142841458313	expr
RFX5	20	cure	22	1	80.0616816058276	6.3230400131223	0.0137740895207341	6.3230400131223	curated
RFX5	20	chip	475	0	0	-Inf	1	-3	chip
RFX5	20	motif	593	1	2.78431751270314	1.47732373988016	0.314681254388988	1.47732373988016	motif
RFX5	20	expr	488	2	7.26204413638338	2.86037569840415	0.0371046410103263	2.86037569840415	expr
FOSL2	61	cure	18	0	0	-Inf	1	-3	curated
FOSL2	61	chip	486	0	0	-Inf	1	-3	chip
FOSL2	61	motif	687	3	2.44937337219092	1.29241270903887	0.134394600889939	1.29241270903887	motif
FOSL2	61	expr	290	1	1.88154212049964	0.911915586166768	0.417693089403139	0.911915586166768	expr
ZNF331	4	cure	0	0	0	-Inf	1	-3	curated
ZNF331	4	chip	0	0	0	-Inf	1	-3	chip
ZNF331	4	motif	396	0	0	-Inf	1	-3	motif
ZNF331	4	expr	135	1	66.669915180359	6.05896398655978	0.0198632771174746	6.05896398655978	expr
TEAD4	12	cure	14	0	0	-Inf	1	-3	curated
TEAD4	12	chip	491	0	0	-Inf	1	-3	chip
TEAD4	12	motif	824	1	4.53909456941169	2.18240454630621	0.219744040532334	2.18240454630621	motif
TEAD4	12	expr	799	0	0	-Inf	1	-3	expr
PKNOX1	4	cure	5	0	0	-Inf	1	-3	curated
PKNOX1	4	chip	480	0	0	-Inf	1	-3	chip
PKNOX1	4	motif	710	1	18.5208167885947	4.21107581934247	0.0768797088060129	4.21107581934247	motif
PKNOX1	4	expr	192	0	0	-Inf	1	-3	expr
ZNF341	25	cure	0	0	0	-Inf	1	-3	curated
ZNF341	25	chip	0	0	0	-Inf	1	-3	chip
ZNF341	25	motif	360	1	4.94047449986585	2.30464960977122	0.193423623650244	2.30464960977122	motif
ZNF341	25	expr	510	0	0	-Inf	1	-3	expr
RFX1	3	cure	15	0	0	-Inf	1	-3	curated
RFX1	3	chip	119	0	0	-Inf	1	-3	chip
RFX1	3	motif	480	0	0	-Inf	1	-3	motif
RFX1	3	expr	406	0	0	-Inf	1	-3	expr
RUNX3	19	cure	31	0	0	-Inf	1	-3	curated
RUNX3	19	chip	489	0	0	-Inf	1	-3	chip
RUNX3	19	motif	748	0	0	-Inf	1	-3	motif
RUNX3	19	expr	479	1	3.25936006490698	1.70458873690673	0.27566057221403	1.70458873690673	expr
NFE2	10	cure	7	0	0	-Inf	1	-3	curated
NFE2	10	chip	494	1	5.96716750487958	2.57704627547958	0.168728690176884	2.57704627547958	chip
NFE2	10	motif	717	0	0	-Inf	1	-3	motif
NFE2	10	expr	360	0	0	-Inf	1	-3	expr
MAFF	24	cure	1	0	0	-Inf	1	-3	curated
MAFF	24	chip	488	0	0	-Inf	1	-3	chip
MAFF	24	motif	550	0	0	-Inf	1	-3	motif
MAFF	24	expr	268	1	5.88103452853918	2.55606996082904	0.164498553289209	2.55606996082904	expr
TEAD1	20	cure	19	0	0	-Inf	1	-3	curated
TEAD1	20	chip	462	1	4.10677293624926	2.03800518281659	0.228262347232544	2.03800518281659	chip
TEAD1	20	motif	834	2	4.83241276384722	2.27274368871153	0.0768080962199835	2.27274368871153	motif
TEAD1	20	expr	985	1	1.88624224573037	0.915514969900094	0.427611776930072	0.915514969900094	expr
FOXA2	2	cure	31	0	0	-Inf	1	-3	curated
FOXA2	2	chip	494	0	0	-Inf	1	-3	chip
FOXA2	2	motif	605	0	0	-Inf	1	-3	motif
FOXA2	2	expr	335	0	0	-Inf	1	-3	expr
OSR2	23	cure	0	0	0	-Inf	1	-3	curated
OSR2	23	chip	0	0	0	-Inf	1	-3	chip
OSR2	23	motif	183	0	0	-Inf	1	-3	motif
OSR2	23	expr	348	1	3.83483842765351	1.93916579427748	0.23867155123732	1.93916579427748	expr
TBX3	5	cure	3	0	0	-Inf	1	-3	curated
TBX3	5	chip	0	0	0	-Inf	1	-3	chip
TBX3	5	motif	419	0	0	-Inf	1	-3	motif
TBX3	5	expr	98	0	0	-Inf	1	-3	expr
ZNF214	2	cure	0	0	0	-Inf	1	-3	curated
ZNF214	2	chip	0	0	0	-Inf	1	-3	chip
ZNF214	2	motif	428	0	0	-Inf	1	-3	motif
ZNF214	2	expr	205	0	0	-Inf	1	-3	expr
ETV4	4	cure	87	0	0	-Inf	1	-3	curated
ETV4	4	chip	493	0	0	-Inf	1	-3	chip
ETV4	4	motif	772	0	0	-Inf	1	-3	motif
ETV4	4	expr	169	0	0	-Inf	1	-3	expr
FOSL1	9	cure	17	0	0	-Inf	1	-3	curated
FOSL1	9	chip	470	0	0	-Inf	1	-3	chip
FOSL1	9	motif	710	0	0	-Inf	1	-3	motif
FOSL1	9	expr	440	0	0	-Inf	1	-3	expr
NFYA	13	cure	52	0	0	-Inf	1	-3	curated
NFYA	13	chip	493	0	0	-Inf	1	-3	chip
NFYA	13	motif	572	0	0	-Inf	1	-3	motif
NFYA	13	expr	390	1	13.6661646477054	3.77253650826997	0.0836519150583737	3.77253650826997	expr
PATZ1	10	cure	1	0	0	-Inf	1	-3	curated
PATZ1	10	chip	0	0	0	-Inf	1	-3	chip
PATZ1	10	motif	287	1	15.5490292989587	3.95875261290943	0.0721253726366561	3.95875261290943	motif
PATZ1	10	expr	415	0	0	-Inf	1	-3	expr
EGR2	6	cure	19	0	0	-Inf	1	-3	curated
EGR2	6	chip	0	0	0	-Inf	1	-3	chip
EGR2	6	motif	691	1	9.5250686856056	3.2517294959682	0.121655601616688	3.2517294959682	motif
EGR2	6	expr	90	0	0	-Inf	1	-3	expr
NRF1	6	cure	17	0	0	-Inf	1	-3	curated
NRF1	6	chip	483	0	0	-Inf	1	-3	chip
NRF1	6	motif	604	0	0	-Inf	1	-3	motif
NRF1	6	expr	322	0	0	-Inf	1	-3	expr
MYC	22	cure	954	2	3.2143700777242	1.68453603933073	0.143895164929379	1.68453603933073	curated
